prioridade,tempo,nome
157263,440,pizza-margherita-373
176657,398,risotto-374
1869,809,lasagna-375
173076,868,carbonara-376
186426,253,feijoada-377
164796,352,moqueca-378
210971,8,acaraje-379
116143,92,pao-de-queijo-380
225659,61,sushi-381
4842,641,tempura-382
169619,815,ramen-383
226976,606,okonomiyaki-384
218230,849,fish-and-chips-385
266311,691,steak-and-ale-pie-386
124566,512,bubble-and-squeak-387
198638,125,cottage-pie-388
172740,545,pizza-margherita-389
208846,808,risotto-390
273985,84,lasagna-391
154166,326,carbonara-392
59765,477,feijoada-393
276474,850,moqueca-394
275724,352,acaraje-395
299712,748,pao-de-queijo-396
157952,261,sushi-397
249142,113,tempura-398
41310,889,ramen-399
122569,558,okonomiyaki-400
101662,86,fish-and-chips-401
269848,272,steak-and-ale-pie-402
163928,141,bubble-and-squeak-403
40030,576,cottage-pie-404
250752,156,pizza-margherita-405
290848,154,risotto-406
51356,463,lasagna-407
28422,976,carbonara-408
172255,853,feijoada-409
72888,206,moqueca-410
49951,448,acaraje-411
180909,267,pao-de-queijo-412
203999,267,sushi-413
79302,312,tempura-414
59684,646,ramen-415
65226,823,okonomiyaki-416
299084,748,fish-and-chips-417
44805,244,steak-and-ale-pie-418
21183,383,bubble-and-squeak-419
69168,517,cottage-pie-420
186788,968,pizza-margherita-421
139937,571,risotto-422
252760,999,lasagna-423
6111,340,carbonara-424
274727,670,feijoada-425
165799,871,moqueca-426
100264,841,acaraje-427
6515,955,pao-de-queijo-428
1983,641,sushi-429
272450,726,tempura-430
119859,331,ramen-431
7970,710,okonomiyaki-432
171679,289,fish-and-chips-433
157866,436,steak-and-ale-pie-434
213387,780,bubble-and-squeak-435
194901,408,cottage-pie-436
261124,58,pizza-margherita-437
41312,911,risotto-438
86028,316,lasagna-439
116657,797,carbonara-440
149453,330,feijoada-441
152042,546,moqueca-442
116125,936,acaraje-443
49859,458,pao-de-queijo-444
170464,371,sushi-445
256417,682,tempura-446
232585,45,ramen-447
244598,862,okonomiyaki-448
297473,456,fish-and-chips-449
22883,292,steak-and-ale-pie-450
47434,616,bubble-and-squeak-451
100718,415,cottage-pie-452
247856,678,pizza-margherita-453
244306,461,risotto-454
49733,504,lasagna-455
21156,788,carbonara-456
130896,465,feijoada-457
256358,452,moqueca-458
49235,227,acaraje-459
91716,668,pao-de-queijo-460
288097,276,sushi-461
92263,837,tempura-462
120597,795,ramen-463
202123,616,okonomiyaki-464
283726,95,fish-and-chips-465
95510,464,steak-and-ale-pie-466
233562,148,bubble-and-squeak-467
50367,268,cottage-pie-468
261662,464,pizza-margherita-469
250640,988,risotto-470
50463,730,lasagna-471
27125,628,carbonara-472
112333,31,feijoada-473
17789,628,moqueca-474
81808,627,acaraje-475
216068,561,pao-de-queijo-476
288048,10,sushi-477
167549,493,tempura-478
46725,462,ramen-479
213046,463,okonomiyaki-480
53767,891,fish-and-chips-481
125312,412,steak-and-ale-pie-482
3118,175,bubble-and-squeak-483
210048,759,cottage-pie-484
15449,335,pizza-margherita-485
152690,743,risotto-486
257144,206,lasagna-487
182473,264,carbonara-488
75298,409,feijoada-489
64462,157,moqueca-490
280874,566,acaraje-491
105917,202,pao-de-queijo-492
202854,663,sushi-493
135634,601,tempura-494
42673,199,ramen-495
267896,760,okonomiyaki-496
220305,553,fish-and-chips-497
170917,73,steak-and-ale-pie-498
131992,795,bubble-and-squeak-499
175588,923,cottage-pie-500
273437,712,pizza-margherita-501
151472,527,risotto-502
77833,15,lasagna-503
117301,444,carbonara-504
22864,184,feijoada-505
259491,515,moqueca-506
276017,842,acaraje-507
156439,15,pao-de-queijo-508
245886,611,sushi-509
188281,718,tempura-510
196932,615,ramen-511
127806,367,okonomiyaki-512
240192,794,fish-and-chips-513
4620,99,steak-and-ale-pie-514
251307,461,bubble-and-squeak-515
46481,78,cottage-pie-516
131983,682,pizza-margherita-517
66899,359,risotto-518
201408,997,lasagna-519
253065,25,carbonara-520
203299,905,feijoada-521
169813,925,moqueca-522
80558,499,acaraje-523
21057,354,pao-de-queijo-524
130769,235,sushi-525
182792,552,tempura-526
170151,166,ramen-527
264015,564,okonomiyaki-528
186716,421,fish-and-chips-529
62098,567,steak-and-ale-pie-530
201652,576,bubble-and-squeak-531
234508,160,cottage-pie-532
262801,871,pizza-margherita-533
189143,309,risotto-534
189102,308,lasagna-535
132434,739,carbonara-536
226916,18,feijoada-537
179619,258,moqueca-538
250388,312,acaraje-539
110555,888,pao-de-queijo-540
118045,753,sushi-541
133022,909,tempura-542
113323,315,ramen-543
46843,817,okonomiyaki-544
97918,621,fish-and-chips-545
125860,351,steak-and-ale-pie-546
3171,135,bubble-and-squeak-547
139423,29,cottage-pie-548
171417,372,pizza-margherita-549
261934,882,risotto-550
112351,155,lasagna-551
272719,445,carbonara-552
107549,542,feijoada-553
90253,940,moqueca-554
60590,23,acaraje-555
268294,1,pao-de-queijo-556
74939,610,sushi-557
211095,796,tempura-558
182456,202,ramen-559
239534,578,okonomiyaki-560
36246,931,fish-and-chips-561
247635,8,steak-and-ale-pie-562
149122,993,bubble-and-squeak-563
141431,872,cottage-pie-564
287986,555,pizza-margherita-565
135892,212,risotto-566
272206,984,lasagna-567
119656,590,carbonara-568
269995,162,feijoada-569
54384,970,moqueca-570
129471,66,acaraje-571
186802,888,pao-de-queijo-572
109001,349,sushi-573
59488,921,tempura-574
295485,856,ramen-575
205998,861,okonomiyaki-576
159131,685,fish-and-chips-577
228788,569,steak-and-ale-pie-578
268006,69,bubble-and-squeak-579
193887,640,cottage-pie-580
20847,651,pizza-margherita-581
193983,348,risotto-582
266596,464,lasagna-583
54468,267,carbonara-584
245649,593,feijoada-585
61434,886,moqueca-586
241003,739,acaraje-587
152519,190,pao-de-queijo-588
77025,181,sushi-589
179127,869,tempura-590
95557,174,ramen-591
274085,77,okonomiyaki-592
171191,163,fish-and-chips-593
157779,654,steak-and-ale-pie-594
62638,241,bubble-and-squeak-595
154174,730,cottage-pie-596
198854,478,pizza-margherita-597
6060,188,risotto-598
186314,144,lasagna-599
145385,145,carbonara-600
125688,378,feijoada-601
16763,96,moqueca-602
41309,76,acaraje-603
260778,15,pao-de-queijo-604
201189,777,sushi-605
276784,838,tempura-606
63775,626,ramen-607
14785,973,okonomiyaki-608
6266,441,fish-and-chips-609
91916,943,steak-and-ale-pie-610
293495,918,bubble-and-squeak-611
285716,196,cottage-pie-612
5696,850,pizza-margherita-613
254706,777,risotto-614
261058,5,lasagna-615
162641,698,carbonara-616
202833,404,feijoada-617
283676,195,moqueca-618
199531,289,acaraje-619
59786,712,pao-de-queijo-620
74266,62,sushi-621
164445,607,tempura-622
279694,321,ramen-623
33201,956,okonomiyaki-624
38006,86,fish-and-chips-625
168377,337,steak-and-ale-pie-626
25039,469,bubble-and-squeak-627
32914,145,cottage-pie-628
165373,818,pizza-margherita-629
86132,78,risotto-630
17787,395,lasagna-631
118261,57,carbonara-632
210969,767,feijoada-633
167079,192,moqueca-634
89051,428,acaraje-635
86382,226,pao-de-queijo-636
57523,824,sushi-637
156523,711,tempura-638
236634,553,ramen-639
124972,157,okonomiyaki-640
61825,87,fish-and-chips-641
152389,443,steak-and-ale-pie-642
132127,675,bubble-and-squeak-643
21640,17,cottage-pie-644
39534,477,pizza-margherita-645
182971,354,risotto-646
207623,730,lasagna-647
266439,18,carbonara-648
166847,973,feijoada-649
230176,525,moqueca-650
237999,765,acaraje-651
160227,210,pao-de-queijo-652
50174,790,sushi-653
28787,647,tempura-654
47897,846,ramen-655
234787,543,okonomiyaki-656
278300,414,fish-and-chips-657
201356,270,steak-and-ale-pie-658
143691,326,bubble-and-squeak-659
112538,599,cottage-pie-660
98441,233,pizza-margherita-661
259528,210,risotto-662
172570,380,lasagna-663
240787,817,carbonara-664
207621,253,feijoada-665
77262,793,moqueca-666
179968,656,acaraje-667
238008,477,pao-de-queijo-668
104037,646,sushi-669
136862,917,tempura-670
127329,780,ramen-671
64875,674,okonomiyaki-672
182397,590,fish-and-chips-673
46069,886,steak-and-ale-pie-674
216471,740,bubble-and-squeak-675
218336,925,cottage-pie-676
37108,9,pizza-margherita-677
3751,631,risotto-678
44740,681,lasagna-679
138161,509,carbonara-680
272856,371,feijoada-681
261777,361,moqueca-682
51008,211,acaraje-683
84275,827,pao-de-queijo-684
176616,23,sushi-685
227761,566,tempura-686
213088,821,ramen-687
238493,468,okonomiyaki-688
132232,44,fish-and-chips-689
64921,618,steak-and-ale-pie-690
108574,526,bubble-and-squeak-691
155387,439,cottage-pie-692
202042,924,pizza-margherita-693
116300,833,risotto-694
109196,280,lasagna-695
80567,374,carbonara-696
299852,758,feijoada-697
201750,523,moqueca-698
2471,661,acaraje-699
240689,608,pao-de-queijo-700
48975,196,sushi-701
235451,842,tempura-702
163992,341,ramen-703
260325,99,okonomiyaki-704
286923,90,fish-and-chips-705
153941,773,steak-and-ale-pie-706
183781,828,bubble-and-squeak-707
294209,125,cottage-pie-708
173517,213,pizza-margherita-709
245375,985,risotto-710
234291,631,lasagna-711
233322,769,carbonara-712
200490,81,feijoada-713
235158,970,moqueca-714
121381,958,acaraje-715
110617,774,pao-de-queijo-716
230837,876,sushi-717
122586,538,tempura-718
73097,6,ramen-719
207171,716,okonomiyaki-720
14778,770,fish-and-chips-721
285365,183,steak-and-ale-pie-722
98342,896,bubble-and-squeak-723
221833,302,cottage-pie-724
158650,575,pizza-margherita-725
259749,289,risotto-726
123648,564,lasagna-727
88125,881,carbonara-728
30093,921,feijoada-729
273119,326,moqueca-730
44274,234,acaraje-731
187088,132,pao-de-queijo-732
194185,268,sushi-733
66988,886,tempura-734
196903,332,ramen-735
244549,246,okonomiyaki-736
109560,691,fish-and-chips-737
115201,93,steak-and-ale-pie-738
96736,598,bubble-and-squeak-739
12247,882,cottage-pie-740
275660,501,pizza-margherita-741
97460,629,risotto-742
171302,746,lasagna-743
291845,535,carbonara-744
224529,765,feijoada-745
259479,586,moqueca-746
274885,882,acaraje-747
118405,804,pao-de-queijo-748
152634,865,sushi-749
268716,580,tempura-750
233122,657,ramen-751
65048,712,okonomiyaki-752
215056,679,fish-and-chips-753
270895,366,steak-and-ale-pie-754
191812,966,bubble-and-squeak-755
232359,671,cottage-pie-756
275905,682,pizza-margherita-757
262149,609,risotto-758
130038,619,lasagna-759
283929,454,carbonara-760
153370,152,feijoada-761
125077,195,moqueca-762
158664,227,acaraje-763
43348,45,pao-de-queijo-764
138148,165,sushi-765
235071,920,tempura-766
248541,407,ramen-767
245762,67,okonomiyaki-768
5499,499,fish-and-chips-769
48040,991,steak-and-ale-pie-770
136307,751,bubble-and-squeak-771
169400,248,cottage-pie-772
48516,920,pizza-margherita-773
90224,657,risotto-774
117944,752,lasagna-775
22306,287,carbonara-776
298797,293,feijoada-777
84828,305,moqueca-778
55511,25,acaraje-779
198635,903,pao-de-queijo-780
208576,276,sushi-781
142088,163,tempura-782
186434,789,ramen-783
267509,149,okonomiyaki-784
127592,280,fish-and-chips-785
270227,967,steak-and-ale-pie-786
158768,176,bubble-and-squeak-787
17125,274,cottage-pie-788
4616,7,pizza-margherita-789
38224,916,risotto-790
145412,976,lasagna-791
290293,42,carbonara-792
232560,903,feijoada-793
240091,769,moqueca-794
233771,298,acaraje-795
15571,890,pao-de-queijo-796
13857,120,sushi-797
93055,32,tempura-798
206411,923,ramen-799
180790,685,okonomiyaki-800
186863,498,fish-and-chips-801
60000,238,steak-and-ale-pie-802
294877,142,bubble-and-squeak-803
24122,556,cottage-pie-804
57291,637,pizza-margherita-805
296535,980,risotto-806
34636,565,lasagna-807
187545,303,carbonara-808
267268,63,feijoada-809
211418,941,moqueca-810
228183,126,acaraje-811
45618,642,pao-de-queijo-812
194110,578,sushi-813
88534,257,tempura-814
12316,971,ramen-815
189003,329,okonomiyaki-816
126504,480,fish-and-chips-817
133937,565,steak-and-ale-pie-818
33944,422,bubble-and-squeak-819
18407,609,cottage-pie-820
68704,119,pizza-margherita-821
81496,674,risotto-822
289238,382,lasagna-823
175694,194,carbonara-824
38266,337,feijoada-825
113023,53,moqueca-826
210588,83,acaraje-827
204731,834,pao-de-queijo-828
45191,955,sushi-829
122914,837,tempura-830
11892,801,ramen-831
192758,547,okonomiyaki-832
59081,439,fish-and-chips-833
55836,858,steak-and-ale-pie-834
44752,504,bubble-and-squeak-835
296594,405,cottage-pie-836
137160,922,pizza-margherita-837
141293,965,risotto-838
255458,305,lasagna-839
271891,441,carbonara-840
200196,808,feijoada-841
61523,635,moqueca-842
297504,37,acaraje-843
222709,591,pao-de-queijo-844
286816,437,sushi-845
157317,115,tempura-846
105030,691,ramen-847
276953,920,okonomiyaki-848
272870,240,fish-and-chips-849
139448,651,steak-and-ale-pie-850
6652,558,bubble-and-squeak-851
299519,920,cottage-pie-852
234815,818,pizza-margherita-853
225916,819,risotto-854
125694,624,lasagna-855
160678,29,carbonara-856
137736,681,feijoada-857
278530,823,moqueca-858
187775,899,acaraje-859
245851,377,pao-de-queijo-860
229134,482,sushi-861
26966,866,tempura-862
295921,662,ramen-863
19583,898,okonomiyaki-864
46795,752,fish-and-chips-865
148400,634,steak-and-ale-pie-866
174489,940,bubble-and-squeak-867
24627,798,cottage-pie-868
142214,355,pizza-margherita-869
116999,805,risotto-870
63129,128,lasagna-871
108688,976,carbonara-872
58912,387,feijoada-873
136728,460,moqueca-874
44564,402,acaraje-875
263107,149,pao-de-queijo-876
37037,655,sushi-877
276112,997,tempura-878
286881,27,ramen-879
92740,481,okonomiyaki-880
228956,718,fish-and-chips-881
60085,429,steak-and-ale-pie-882
232297,761,bubble-and-squeak-883
47865,265,cottage-pie-884
51678,892,pizza-margherita-885
94594,507,risotto-886
224134,830,lasagna-887
265894,757,carbonara-888
56042,279,feijoada-889
120118,812,moqueca-890
116816,697,acaraje-891
169782,409,pao-de-queijo-892
239845,981,sushi-893
274451,992,tempura-894
149804,400,ramen-895
242856,920,okonomiyaki-896
164487,109,fish-and-chips-897
32073,310,steak-and-ale-pie-898
142332,360,bubble-and-squeak-899
156525,434,cottage-pie-900
42337,144,pizza-margherita-901
202858,676,risotto-902
91972,501,lasagna-903
285961,407,carbonara-904
214908,594,feijoada-905
152537,745,moqueca-906
274197,294,acaraje-907
282851,462,pao-de-queijo-908
40455,729,sushi-909
175824,505,tempura-910
12414,993,ramen-911
65669,808,okonomiyaki-912
43321,664,fish-and-chips-913
148756,780,steak-and-ale-pie-914
210822,747,bubble-and-squeak-915
137281,770,cottage-pie-916
299767,193,pizza-margherita-917
160218,528,risotto-918
56882,269,lasagna-919
292881,277,carbonara-920
239753,991,feijoada-921
189677,137,moqueca-922
151714,304,acaraje-923
228080,242,pao-de-queijo-924
260798,616,sushi-925
18780,277,tempura-926
244304,204,ramen-927
149435,287,okonomiyaki-928
275629,977,fish-and-chips-929
298364,224,steak-and-ale-pie-930
91202,825,bubble-and-squeak-931
163536,772,cottage-pie-932
23201,952,pizza-margherita-933
201781,291,risotto-934
51640,734,lasagna-935
19990,201,carbonara-936
8567,381,feijoada-937
142142,212,moqueca-938
140595,868,acaraje-939
53197,766,pao-de-queijo-940
291902,77,sushi-941
283601,936,tempura-942
6769,637,ramen-943
87617,772,okonomiyaki-944
57178,388,fish-and-chips-945
199805,460,steak-and-ale-pie-946
154347,418,bubble-and-squeak-947
281265,385,cottage-pie-948
17902,129,pizza-margherita-949
23931,424,risotto-950
132048,947,lasagna-951
214375,457,carbonara-952
280259,641,feijoada-953
265229,824,moqueca-954
22468,404,acaraje-955
269164,128,pao-de-queijo-956
288527,773,sushi-957
27137,427,tempura-958
158819,277,ramen-959
167429,173,okonomiyaki-960
165624,39,fish-and-chips-961
138888,114,steak-and-ale-pie-962
212186,333,bubble-and-squeak-963
97437,942,cottage-pie-964
168550,806,pizza-margherita-965
53115,710,risotto-966
138801,869,lasagna-967
191948,959,carbonara-968
197185,500,feijoada-969
7172,653,moqueca-970
144109,650,acaraje-971
33283,526,pao-de-queijo-972
21860,706,sushi-973
110750,445,tempura-974
187033,880,ramen-975
86319,977,okonomiyaki-976
168659,749,fish-and-chips-977
15956,113,steak-and-ale-pie-978
41340,438,bubble-and-squeak-979
298481,758,cottage-pie-980
103502,113,pizza-margherita-981
159364,750,risotto-982
140100,84,lasagna-983
62106,648,carbonara-984
145069,399,feijoada-985
111299,660,moqueca-986
253621,850,acaraje-987
242449,649,pao-de-queijo-988
12759,199,sushi-989
260134,181,tempura-990
77908,917,ramen-991
103266,21,okonomiyaki-992
212751,677,fish-and-chips-993
196362,813,steak-and-ale-pie-994
63274,346,bubble-and-squeak-995
2550,45,cottage-pie-996
70118,36,pizza-margherita-997
128316,443,risotto-998
102239,154,lasagna-999
96233,782,carbonara-1000
13687,410,feijoada-1001
256231,41,moqueca-1002
158194,201,acaraje-1003
62296,371,pao-de-queijo-1004
217070,294,sushi-1005
172096,99,tempura-1006
245743,472,ramen-1007
220083,306,okonomiyaki-1008
39651,987,fish-and-chips-1009
190151,662,steak-and-ale-pie-1010
284602,628,bubble-and-squeak-1011
164093,423,cottage-pie-1012
165994,265,pizza-margherita-1013
59623,427,risotto-1014
240505,706,lasagna-1015
233937,133,carbonara-1016
66243,409,feijoada-1017
123696,662,moqueca-1018
89489,922,acaraje-1019
149802,191,pao-de-queijo-1020
174831,517,sushi-1021
132410,881,tempura-1022
259328,848,ramen-1023
250429,849,okonomiyaki-1024
223724,237,fish-and-chips-1025
157929,842,steak-and-ale-pie-1026
258338,109,bubble-and-squeak-1027
136425,114,cottage-pie-1028
114176,730,pizza-margherita-1029
15890,940,risotto-1030
21174,327,lasagna-1031
117567,136,carbonara-1032
62994,305,feijoada-1033
237878,356,moqueca-1034
179117,775,acaraje-1035
56829,903,pao-de-queijo-1036
171241,874,sushi-1037
244260,924,tempura-1038
17678,346,ramen-1039
277116,508,okonomiyaki-1040
15506,950,fish-and-chips-1041
