prioridade,tempo,nome
125276,808,risotto-198
186764,44,lasagna-199
5765,937,carbonara-200
113359,453,feijoada-201
230342,798,moqueca-202
235655,886,acaraje-203
8298,992,pao-de-queijo-204
126486,732,sushi-205
194889,356,tempura-206
251439,613,ramen-207
123230,733,okonomiyaki-208
131523,922,fish-and-chips-209
177309,766,steak-and-ale-pie-210
184838,559,bubble-and-squeak-211
9613,969,cottage-pie-212
176415,260,pizza-margherita-213
58887,795,risotto-214
137538,272,lasagna-215
33257,966,carbonara-216
168191,844,feijoada-217
252829,131,moqueca-218
118945,713,acaraje-219
194084,723,pao-de-queijo-220
76439,178,sushi-221
29716,690,tempura-222
238031,822,ramen-223
132651,147,okonomiyaki-224
38761,514,fish-and-chips-225
16316,23,steak-and-ale-pie-226
184132,410,bubble-and-squeak-227
168665,67,cottage-pie-228
227951,287,pizza-margherita-229
231519,558,risotto-230
46688,582,lasagna-231
196041,352,carbonara-232
37084,565,feijoada-233
210490,877,moqueca-234
291124,760,acaraje-235
51995,367,pao-de-queijo-236
138700,276,sushi-237
115301,201,tempura-238
258458,24,ramen-239
15738,396,okonomiyaki-240
28255,258,fish-and-chips-241
156085,41,steak-and-ale-pie-242
163767,342,bubble-and-squeak-243
64335,532,cottage-pie-244
113965,774,pizza-margherita-245
203278,912,risotto-246
118271,745,lasagna-247
153384,35,carbonara-248
104435,945,feijoada-249
41407,72,moqueca-250
130840,999,acaraje-251
273850,314,pao-de-queijo-252
280345,345,sushi-253
123173,225,tempura-254
53911,574,ramen-255
276075,970,okonomiyaki-256
88126,700,fish-and-chips-257
276075,741,steak-and-ale-pie-258
133246,683,bubble-and-squeak-259
232003,95,cottage-pie-260
39612,518,pizza-margherita-261
276757,546,risotto-262
249749,162,lasagna-263
28825,616,carbonara-264
194760,93,feijoada-265
187,890,moqueca-266
89175,972,acaraje-267
265405,377,pao-de-queijo-268
108302,586,sushi-269
74911,163,tempura-270
101249,981,ramen-271
208000,286,okonomiyaki-272
216940,811,fish-and-chips-273
203366,449,steak-and-ale-pie-274
260819,739,bubble-and-squeak-275
18930,514,cottage-pie-276
141176,160,pizza-margherita-277
59715,993,risotto-278
73913,953,lasagna-279
167333,408,carbonara-280
181333,316,feijoada-281
259015,197,moqueca-282
162742,453,acaraje-283
58492,497,pao-de-queijo-284
34617,981,sushi-285
18366,593,tempura-286
159572,228,ramen-287
286617,236,okonomiyaki-288
266834,466,fish-and-chips-289
78682,96,steak-and-ale-pie-290
27658,752,bubble-and-squeak-291
8699,722,cottage-pie-292
169621,366,pizza-margherita-293
238029,334,risotto-294
130306,933,lasagna-295
160677,136,carbonara-296
234811,856,feijoada-297
55011,87,moqueca-298
292152,410,acaraje-299
22013,827,pao-de-queijo-300
21713,306,sushi-301
158177,608,tempura-302
64982,76,ramen-303
152092,943,okonomiyaki-304
34723,37,fish-and-chips-305
169778,205,steak-and-ale-pie-306
39169,311,bubble-and-squeak-307
215999,206,cottage-pie-308
107618,805,pizza-margherita-309
290225,929,risotto-310
171411,232,lasagna-311
32839,778,carbonara-312
297773,772,feijoada-313
10776,123,moqueca-314
83377,414,acaraje-315
337,968,pao-de-queijo-316
141835,223,sushi-317
268159,205,tempura-318
65221,479,ramen-319
240285,646,okonomiyaki-320
171629,576,fish-and-chips-321
296921,906,steak-and-ale-pie-322
21261,37,bubble-and-squeak-323
89755,45,cottage-pie-324
18014,612,pizza-margherita-325
178263,722,risotto-326
2675,518,lasagna-327
278474,233,carbonara-328
83958,581,feijoada-329
149546,437,moqueca-330
272864,824,acaraje-331
4693,881,pao-de-queijo-332
226038,191,sushi-333
83731,538,tempura-334
50947,830,ramen-335
207106,264,okonomiyaki-336
203398,922,fish-and-chips-337
122593,928,steak-and-ale-pie-338
262507,691,bubble-and-squeak-339
127053,777,cottage-pie-340
210616,35,pizza-margherita-341
234289,356,risotto-342
49272,927,lasagna-343
250806,634,carbonara-344
182459,124,feijoada-345
45895,638,moqueca-346
95408,66,acaraje-347
276868,322,pao-de-queijo-348
77020,37,sushi-349
151063,410,tempura-350
287024,357,ramen-351
250563,849,okonomiyaki-352
190699,423,fish-and-chips-353
67385,384,steak-and-ale-pie-354
295681,5,bubble-and-squeak-355
145,343,cottage-pie-356
212271,467,pizza-margherita-357
149110,499,risotto-358
10590,481,lasagna-359
63327,370,carbonara-360
153853,471,feijoada-361
39400,664,moqueca-362
81454,809,acaraje-363
66122,425,pao-de-queijo-364
143434,736,sushi-365
158721,145,tempura-366
88974,782,ramen-367
165949,10,okonomiyaki-368
18299,97,fish-and-chips-369
211679,942,steak-and-ale-pie-370
256335,296,bubble-and-squeak-371
228704,724,cottage-pie-372
26197,430,pizza-margherita-373
258042,309,risotto-374
296293,774,lasagna-375
81479,694,carbonara-376
16574,602,feijoada-377
32618,926,moqueca-378
49977,59,acaraje-379
179137,686,pao-de-queijo-380
8865,878,sushi-381
4909,202,tempura-382
49100,954,ramen-383
288944,804,okonomiyaki-384
242702,451,fish-and-chips-385
264357,557,steak-and-ale-pie-386
119971,238,bubble-and-squeak-387
278410,853,cottage-pie-388
284893,830,pizza-margherita-389
86108,271,risotto-390
176445,207,lasagna-391
295985,779,carbonara-392
191054,196,feijoada-393
226033,718,moqueca-394
26684,117,acaraje-395
1706,214,pao-de-queijo-396
146824,684,sushi-397
126258,276,tempura-398
92383,484,ramen-399
58338,769,okonomiyaki-400
163364,946,fish-and-chips-401
37041,142,steak-and-ale-pie-402
288062,308,bubble-and-squeak-403
164835,911,cottage-pie-404
9985,212,pizza-margherita-405
31880,7,risotto-406
192652,121,lasagna-407
92052,91,carbonara-408
40894,252,feijoada-409
266674,142,moqueca-410
248329,749,acaraje-411
68240,106,pao-de-queijo-412
27373,985,sushi-413
192114,482,tempura-414
251529,587,ramen-415
79246,769,okonomiyaki-416
157030,432,fish-and-chips-417
131801,947,steak-and-ale-pie-418
106711,840,bubble-and-squeak-419
63728,969,cottage-pie-420
25862,22,pizza-margherita-421
182341,858,risotto-422
87563,534,lasagna-423
20122,89,carbonara-424
858,655,feijoada-425
292416,296,moqueca-426
275303,172,acaraje-427
174305,739,pao-de-queijo-428
151086,625,sushi-429
11406,211,tempura-430
228905,215,ramen-431
111452,658,okonomiyaki-432
243181,583,fish-and-chips-433
271953,740,steak-and-ale-pie-434
110788,614,bubble-and-squeak-435
263573,57,cottage-pie-436
170146,185,pizza-margherita-437
175044,260,risotto-438
289056,361,lasagna-439
60441,694,carbonara-440
28144,579,feijoada-441
263855,682,moqueca-442
60449,814,acaraje-443
47924,51,pao-de-queijo-444
279957,947,sushi-445
282885,363,tempura-446
179144,513,ramen-447
228681,69,okonomiyaki-448
187495,414,fish-and-chips-449
26353,501,steak-and-ale-pie-450
55852,263,bubble-and-squeak-451
294246,207,cottage-pie-452
262826,365,pizza-margherita-453
101913,46,risotto-454
60782,327,lasagna-455
25505,111,carbonara-456
91900,999,feijoada-457
27942,458,moqueca-458
200514,867,acaraje-459
237654,404,pao-de-queijo-460
143789,535,sushi-461
223622,921,tempura-462
85009,675,ramen-463
160578,269,okonomiyaki-464
88042,373,fish-and-chips-465
211453,988,steak-and-ale-pie-466
55576,449,bubble-and-squeak-467
8317,752,cottage-pie-468
298163,487,pizza-margherita-469
25717,640,risotto-470
9060,796,lasagna-471
84249,169,carbonara-472
74997,806,feijoada-473
212149,462,moqueca-474
113207,745,acaraje-475
284344,65,pao-de-queijo-476
25270,594,sushi-477
285092,224,tempura-478
26455,791,ramen-479
38943,669,okonomiyaki-480
144182,587,fish-and-chips-481
106505,882,steak-and-ale-pie-482
54041,68,bubble-and-squeak-483
286581,997,cottage-pie-484
139379,749,pizza-margherita-485
20174,396,risotto-486
271952,770,lasagna-487
39480,766,carbonara-488
150608,932,feijoada-489
115606,692,moqueca-490
292710,890,acaraje-491
9084,227,pao-de-queijo-492
285765,330,sushi-493
157811,740,tempura-494
115082,951,ramen-495
130915,799,okonomiyaki-496
88145,218,fish-and-chips-497
208,333,steak-and-ale-pie-498
148251,177,bubble-and-squeak-499
97814,135,cottage-pie-500
191356,253,pizza-margherita-501
51229,611,risotto-502
184384,85,lasagna-503
226198,477,carbonara-504
133753,406,feijoada-505
60964,64,moqueca-506
278816,186,acaraje-507
232009,61,pao-de-queijo-508
185776,171,sushi-509
122170,341,tempura-510
285251,351,ramen-511
286371,382,okonomiyaki-512
263680,653,fish-and-chips-513
1731,609,steak-and-ale-pie-514
44284,401,bubble-and-squeak-515
19559,715,cottage-pie-516
240212,441,pizza-margherita-517
1138,509,risotto-518
166638,812,lasagna-519
218790,48,carbonara-520
98136,657,feijoada-521
180548,534,moqueca-522
274816,793,acaraje-523
176382,85,pao-de-queijo-524
89252,966,sushi-525
280499,451,tempura-526
23371,299,ramen-527
804,340,okonomiyaki-528
288786,566,fish-and-chips-529
26034,989,steak-and-ale-pie-530
156362,604,bubble-and-squeak-531
17090,722,cottage-pie-532
114452,918,pizza-margherita-533
268137,123,risotto-534
292297,791,lasagna-535
70410,932,carbonara-536
258448,493,feijoada-537
233796,797,moqueca-538
253147,644,acaraje-539
106273,161,pao-de-queijo-540
274486,221,sushi-541
208457,393,tempura-542
16840,668,ramen-543
1446,638,okonomiyaki-544
140690,687,fish-and-chips-545
102221,228,steak-and-ale-pie-546
136407,619,bubble-and-squeak-547
78253,484,cottage-pie-548
150904,138,pizza-margherita-549
216986,566,risotto-550
91117,161,lasagna-551
268842,935,carbonara-552
513,406,feijoada-553
71681,206,moqueca-554
198612,637,acaraje-555
175222,116,pao-de-queijo-556
188515,953,sushi-557
174704,944,tempura-558
118238,341,ramen-559
111364,479,okonomiyaki-560
299393,715,fish-and-chips-561
73569,230,steak-and-ale-pie-562
53297,3,bubble-and-squeak-563
254139,651,cottage-pie-564
105032,119,pizza-margherita-565
218447,193,risotto-566
28764,258,lasagna-567
261060,36,carbonara-568
104426,80,feijoada-569
142559,553,moqueca-570
163763,760,acaraje-571
57433,731,pao-de-queijo-572
130010,924,sushi-573
56231,109,tempura-574
246516,149,ramen-575
282087,317,okonomiyaki-576
187359,302,fish-and-chips-577
219955,979,steak-and-ale-pie-578
192051,80,bubble-and-squeak-579
62044,520,cottage-pie-580
254619,177,pizza-margherita-581
184254,472,risotto-582
294549,179,lasagna-583
135685,812,carbonara-584
277424,193,feijoada-585
74477,876,moqueca-586
160717,197,acaraje-587
58845,762,pao-de-queijo-588
284639,321,sushi-589
124245,796,tempura-590
199307,128,ramen-591
236932,168,okonomiyaki-592
130576,904,fish-and-chips-593
180839,830,steak-and-ale-pie-594
226945,90,bubble-and-squeak-595
202721,686,cottage-pie-596
140424,298,pizza-margherita-597
59397,191,risotto-598
259004,333,lasagna-599
266786,572,carbonara-600
41207,901,feijoada-601
170566,920,moqueca-602
138477,754,acaraje-603
163140,730,pao-de-queijo-604
133443,983,sushi-605
122066,84,tempura-606
101388,630,ramen-607
74843,44,okonomiyaki-608
266613,765,fish-and-chips-609
95782,734,steak-and-ale-pie-610
68478,288,bubble-and-squeak-611
20522,626,cottage-pie-612
154308,677,pizza-margherita-613
215901,195,risotto-614
190808,342,lasagna-615
65736,244,carbonara-616
223017,344,feijoada-617
140737,586,moqueca-618
100878,6,acaraje-619
194704,149,pao-de-queijo-620
87352,395,sushi-621
296622,225,tempura-622
107107,103,ramen-623
154588,438,okonomiyaki-624
32212,911,fish-and-chips-625
40324,567,steak-and-ale-pie-626
10798,113,bubble-and-squeak-627
165013,72,cottage-pie-628
114994,772,pizza-margherita-629
14779,553,risotto-630
191344,177,lasagna-631
245850,543,carbonara-632
17237,986,feijoada-633
105530,506,moqueca-634
17340,404,acaraje-635
246854,628,pao-de-queijo-636
90956,969,sushi-637
291079,964,tempura-638
291500,203,ramen-639
257147,372,okonomiyaki-640
172531,615,fish-and-chips-641
82285,834,steak-and-ale-pie-642
231605,427,bubble-and-squeak-643
89458,763,cottage-pie-644
149523,950,pizza-margherita-645
24974,664,risotto-646
206250,345,lasagna-647
295594,254,carbonara-648
126434,128,feijoada-649
258359,931,moqueca-650
96640,677,acaraje-651
127459,824,pao-de-queijo-652
111831,856,sushi-653
235762,800,tempura-654
221087,686,ramen-655
135645,887,okonomiyaki-656
75707,741,fish-and-chips-657
108618,490,steak-and-ale-pie-658
2758,410,bubble-and-squeak-659
34915,222,cottage-pie-660
242918,496,pizza-margherita-661
235860,288,risotto-662
72022,70,lasagna-663
119315,583,carbonara-664
198612,208,feijoada-665
170976,521,moqueca-666
225954,845,acaraje-667
59163,629,pao-de-queijo-668
211212,189,sushi-669
23551,874,tempura-670
198798,977,ramen-671
53385,855,okonomiyaki-672
135888,362,fish-and-chips-673
60769,1,steak-and-ale-pie-674
145643,53,bubble-and-squeak-675
298710,148,cottage-pie-676
228150,204,pizza-margherita-677
93135,889,risotto-678
158501,144,lasagna-679
106627,364,carbonara-680
80458,257,feijoada-681
159262,13,moqueca-682
270170,664,acaraje-683
6435,802,pao-de-queijo-684
284471,308,sushi-685
254333,559,tempura-686
206436,834,ramen-687
288660,926,okonomiyaki-688
85245,43,fish-and-chips-689
39362,266,steak-and-ale-pie-690
277367,398,bubble-and-squeak-691
179900,711,cottage-pie-692
46130,375,pizza-margherita-693
153323,779,risotto-694
68096,868,lasagna-695
191082,553,carbonara-696
141254,326,feijoada-697
125758,743,moqueca-698
38066,948,acaraje-699
48236,622,pao-de-queijo-700
209937,233,sushi-701
82460,568,tempura-702
246697,266,ramen-703
91551,737,okonomiyaki-704
82237,230,fish-and-chips-705
88427,628,steak-and-ale-pie-706
33260,516,bubble-and-squeak-707
57308,485,cottage-pie-708
25646,386,pizza-margherita-709
108641,355,risotto-710
32469,697,lasagna-711
50737,809,carbonara-712
200721,419,feijoada-713
71375,864,moqueca-714
198439,885,acaraje-715
64449,812,pao-de-queijo-716
124143,103,sushi-717
17339,649,tempura-718
205076,511,ramen-719
294329,73,okonomiyaki-720
214971,734,fish-and-chips-721
177220,326,steak-and-ale-pie-722
175502,871,bubble-and-squeak-723
92959,245,cottage-pie-724
63047,573,pizza-margherita-725
279798,943,risotto-726
280701,222,lasagna-727
141551,37,carbonara-728
219849,113,feijoada-729
166776,9,moqueca-730
271550,416,acaraje-731
66602,87,pao-de-queijo-732
202355,563,sushi-733
202754,43,tempura-734
120863,97,ramen-735
93069,790,okonomiyaki-736
166859,717,fish-and-chips-737
59586,290,steak-and-ale-pie-738
156444,458,bubble-and-squeak-739
259557,187,cottage-pie-740
226692,783,pizza-margherita-741
52995,258,risotto-742
132695,758,lasagna-743
99639,362,carbonara-744
208596,862,feijoada-745
166825,59,moqueca-746
146847,279,acaraje-747
280584,697,pao-de-queijo-748
232260,868,sushi-749
149568,119,tempura-750
134840,704,ramen-751
275297,221,okonomiyaki-752
217298,697,fish-and-chips-753
117792,938,steak-and-ale-pie-754
295123,361,bubble-and-squeak-755
65462,878,cottage-pie-756
139765,387,pizza-margherita-757
127743,504,risotto-758
170953,337,lasagna-759
55188,100,carbonara-760
251672,587,feijoada-761
41098,905,moqueca-762
242754,346,acaraje-763
293968,494,pao-de-queijo-764
181926,594,sushi-765
184331,235,tempura-766
249503,176,ramen-767
179066,595,okonomiyaki-768
251366,251,fish-and-chips-769
271505,363,steak-and-ale-pie-770
219910,752,bubble-and-squeak-771
258566,283,cottage-pie-772
290986,734,pizza-margherita-773
180848,947,risotto-774
233064,905,lasagna-775
206679,500,carbonara-776
108720,85,feijoada-777
36404,421,moqueca-778
80621,408,acaraje-779
70413,213,pao-de-queijo-780
23833,545,sushi-781
247652,313,tempura-782
269646,114,ramen-783
141993,452,okonomiyaki-784
291595,963,fish-and-chips-785
122958,841,steak-and-ale-pie-786
143443,129,bubble-and-squeak-787
239737,484,cottage-pie-788
165800,507,pizza-margherita-789
154859,727,risotto-790
272259,946,lasagna-791
32448,721,carbonara-792
33050,789,feijoada-793
265566,607,moqueca-794
42879,924,acaraje-795
136781,860,pao-de-queijo-796
248885,140,sushi-797
29329,956,tempura-798
124377,121,ramen-799
179579,419,okonomiyaki-800
277901,657,fish-and-chips-801
168698,690,steak-and-ale-pie-802
258176,865,bubble-and-squeak-803
16387,578,cottage-pie-804
91459,598,pizza-margherita-805
259516,899,risotto-806
129934,579,lasagna-807
299210,99,carbonara-808
180888,93,feijoada-809
61740,274,moqueca-810
158092,82,acaraje-811
283618,313,pao-de-queijo-812
179824,637,sushi-813
137300,85,tempura-814
148108,275,ramen-815
84507,35,okonomiyaki-816
46890,573,fish-and-chips-817
124536,760,steak-and-ale-pie-818
290886,745,bubble-and-squeak-819
88199,564,cottage-pie-820
298296,846,pizza-margherita-821
239505,834,risotto-822
4102,96,lasagna-823
165906,394,carbonara-824
170338,962,feijoada-825
128287,105,moqueca-826
82666,328,acaraje-827
256430,385,pao-de-queijo-828
276483,982,sushi-829
32003,468,tempura-830
88539,790,ramen-831
76682,449,okonomiyaki-832
78072,75,fish-and-chips-833
106687,608,steak-and-ale-pie-834
120007,794,bubble-and-squeak-835
114587,314,cottage-pie-836
231758,710,pizza-margherita-837
76593,902,risotto-838
163482,861,lasagna-839
230500,974,carbonara-840
31768,12,feijoada-841
177922,583,moqueca-842
175184,281,acaraje-843
99539,628,pao-de-queijo-844
194580,837,sushi-845
136863,474,tempura-846
40101,539,ramen-847
1854,947,okonomiyaki-848
136021,424,fish-and-chips-849
221079,526,steak-and-ale-pie-850
155040,505,bubble-and-squeak-851
214704,82,cottage-pie-852
106166,734,pizza-margherita-853
250145,406,risotto-854
2374,838,lasagna-855
231060,156,carbonara-856
276180,139,feijoada-857
39635,372,moqueca-858
180739,225,acaraje-859
149357,409,pao-de-queijo-860
183431,825,sushi-861
81095,532,tempura-862
297178,177,ramen-863
141289,338,okonomiyaki-864
63505,712,fish-and-chips-865
217178,846,steak-and-ale-pie-866
75287,842,bubble-and-squeak-867
119527,520,cottage-pie-868
134584,699,pizza-margherita-869
273718,122,risotto-870
10327,33,lasagna-871
94210,693,carbonara-872
108590,859,feijoada-873
69051,486,moqueca-874
246284,569,acaraje-875
60090,804,pao-de-queijo-876
208150,854,sushi-877
171565,822,tempura-878
15619,449,ramen-879
114244,459,okonomiyaki-880
71682,847,fish-and-chips-881
271506,280,steak-and-ale-pie-882
111988,160,bubble-and-squeak-883
97654,110,cottage-pie-884
167784,443,pizza-margherita-885
50358,989,risotto-886
243291,391,lasagna-887
264703,298,carbonara-888
146950,220,feijoada-889
172879,345,moqueca-890
18558,633,acaraje-891
148478,719,pao-de-queijo-892
272581,918,sushi-893
111335,130,tempura-894
13366,690,ramen-895
41129,418,okonomiyaki-896
139264,335,fish-and-chips-897
70528,13,steak-and-ale-pie-898
41839,56,bubble-and-squeak-899
107761,495,cottage-pie-900
156888,382,pizza-margherita-901
125668,894,risotto-902
278233,859,lasagna-903
133128,853,carbonara-904
145770,151,feijoada-905
44230,435,moqueca-906
94713,630,acaraje-907
121473,912,pao-de-queijo-908
202039,883,sushi-909
102022,154,tempura-910
105590,654,ramen-911
151077,202,okonomiyaki-912
36519,342,fish-and-chips-913
51359,752,steak-and-ale-pie-914
69891,745,bubble-and-squeak-915
1802,988,cottage-pie-916
155790,2,pizza-margherita-917
107264,978,risotto-918
55471,894,lasagna-919
140013,665,carbonara-920
155918,187,feijoada-921
290558,342,moqueca-922
264730,40,acaraje-923
65742,879,pao-de-queijo-924
171354,628,sushi-925
15026,190,tempura-926
139605,318,ramen-927
80436,417,okonomiyaki-928
123219,937,fish-and-chips-929
158178,83,steak-and-ale-pie-930
15415,379,bubble-and-squeak-931
274967,414,cottage-pie-932
107348,46,pizza-margherita-933
261590,337,risotto-934
152509,67,lasagna-935
70699,258,carbonara-936
244451,978,feijoada-937
205115,705,moqueca-938
42994,471,acaraje-939
158821,125,pao-de-queijo-940
167105,531,sushi-941
18800,650,tempura-942
87270,35,ramen-943
273632,808,okonomiyaki-944
156634,111,fish-and-chips-945
224309,982,steak-and-ale-pie-946
35782,964,bubble-and-squeak-947
244037,62,cottage-pie-948
57893,680,pizza-margherita-949
222378,480,risotto-950
237925,523,lasagna-951
272374,62,carbonara-952
223145,881,feijoada-953
29341,203,moqueca-954
240927,117,acaraje-955
183267,288,pao-de-queijo-956
81937,382,sushi-957
89141,644,tempura-958
261666,453,ramen-959
144258,144,okonomiyaki-960
15928,240,fish-and-chips-961
74300,534,steak-and-ale-pie-962
277952,835,bubble-and-squeak-963
110659,223,cottage-pie-964
220015,469,pizza-margherita-965
101354,997,risotto-966
262284,502,lasagna-967
178226,743,carbonara-968
293860,39,feijoada-969
137329,733,moqueca-970
75641,389,acaraje-971
199870,993,pao-de-queijo-972
234388,366,sushi-973
291726,669,tempura-974
42666,884,ramen-975
65984,711,okonomiyaki-976
102006,815,fish-and-chips-977
86316,723,steak-and-ale-pie-978
170618,549,bubble-and-squeak-979
147070,903,cottage-pie-980
186779,226,pizza-margherita-981
50872,781,risotto-982
45638,720,lasagna-983
295909,654,carbonara-984
250095,748,feijoada-985
137852,629,moqueca-986
241550,752,acaraje-987
231930,727,pao-de-queijo-988
265961,507,sushi-989
80471,895,tempura-990
164328,600,ramen-991
86754,252,okonomiyaki-992
85515,795,fish-and-chips-993
62134,94,steak-and-ale-pie-994
280571,906,bubble-and-squeak-995
6191,286,cottage-pie-996
198355,409,pizza-margherita-997
110423,868,risotto-998
297499,755,lasagna-999
225076,736,carbonara-1000
158672,28,feijoada-1001
45308,148,moqueca-1002
160693,689,acaraje-1003
85411,859,pao-de-queijo-1004
161104,31,sushi-1005
268815,95,tempura-1006
283443,97,ramen-1007
157096,131,okonomiyaki-1008
293417,650,fish-and-chips-1009
38939,458,steak-and-ale-pie-1010
72213,784,bubble-and-squeak-1011
266846,38,cottage-pie-1012
31523,313,pizza-margherita-1013
224981,583,risotto-1014
90239,646,lasagna-1015
244658,112,carbonara-1016
69108,954,feijoada-1017
60085,660,moqueca-1018
4051,734,acaraje-1019
276597,482,pao-de-queijo-1020
125739,116,sushi-1021
218914,935,tempura-1022
107937,413,ramen-1023
133093,551,okonomiyaki-1024
111842,40,fish-and-chips-1025
229123,833,steak-and-ale-pie-1026
83889,417,bubble-and-squeak-1027
267438,300,cottage-pie-1028
298928,615,pizza-margherita-1029
43818,412,risotto-1030
203680,76,lasagna-1031
122792,808,carbonara-1032
133348,548,feijoada-1033
122219,946,moqueca-1034
258280,306,acaraje-1035
250921,924,pao-de-queijo-1036
62606,331,sushi-1037
246155,968,tempura-1038
273364,588,ramen-1039
34136,741,okonomiyaki-1040
181654,966,fish-and-chips-1041
