prioridade,tempo,nome
293917,153,tempura-238
277590,184,ramen-239
91869,639,okonomiyaki-240
249645,644,fish-and-chips-241
111899,20,steak-and-ale-pie-242
155997,544,bubble-and-squeak-243
194914,870,cottage-pie-244
196698,881,pizza-margherita-245
65430,119,risotto-246
134619,423,lasagna-247
89484,51,carbonara-248
41953,649,feijoada-249
202090,252,moqueca-250
259894,439,acaraje-251
188877,808,pao-de-queijo-252
277901,547,sushi-253
14667,176,tempura-254
22146,643,ramen-255
210736,421,okonomiyaki-256
153878,987,fish-and-chips-257
205047,426,steak-and-ale-pie-258
42215,366,bubble-and-squeak-259
45732,177,cottage-pie-260
43404,2,pizza-margherita-261
138237,33,risotto-262
159353,356,lasagna-263
72840,647,carbonara-264
25651,420,feijoada-265
231901,491,moqueca-266
204422,495,acaraje-267
6021,865,pao-de-queijo-268
281729,233,sushi-269
39093,976,tempura-270
103437,543,ramen-271
30514,201,okonomiyaki-272
20987,862,fish-and-chips-273
253095,885,steak-and-ale-pie-274
34520,553,bubble-and-squeak-275
36672,731,cottage-pie-276
93476,346,pizza-margherita-277
77471,391,risotto-278
268953,682,lasagna-279
57105,502,carbonara-280
162534,315,feijoada-281
13453,967,moqueca-282
138919,201,acaraje-283
87546,932,pao-de-queijo-284
43609,770,sushi-285
236384,229,tempura-286
51381,964,ramen-287
289849,39,okonomiyaki-288
89255,432,fish-and-chips-289
175460,927,steak-and-ale-pie-290
215589,82,bubble-and-squeak-291
233321,251,cottage-pie-292
51382,263,pizza-margherita-293
236937,4,risotto-294
35252,542,lasagna-295
164572,111,carbonara-296
73610,123,feijoada-297
53918,471,moqueca-298
67696,74,acaraje-299
12734,596,pao-de-queijo-300
141653,343,sushi-301
136028,168,tempura-302
101603,205,ramen-303
137678,135,okonomiyaki-304
69123,871,fish-and-chips-305
287324,918,steak-and-ale-pie-306
153832,38,bubble-and-squeak-307
51236,572,cottage-pie-308
46585,337,pizza-margherita-309
261355,576,risotto-310
43249,574,lasagna-311
108267,314,carbonara-312
167227,778,feijoada-313
76439,906,moqueca-314
113656,397,acaraje-315
256988,487,pao-de-queijo-316
63788,512,sushi-317
210582,440,tempura-318
63359,335,ramen-319
258872,621,okonomiyaki-320
90477,32,fish-and-chips-321
285065,38,steak-and-ale-pie-322
22777,299,bubble-and-squeak-323
119132,112,cottage-pie-324
263696,703,pizza-margherita-325
216843,196,risotto-326
298285,252,lasagna-327
255970,746,carbonara-328
270053,948,feijoada-329
94900,709,moqueca-330
122635,109,acaraje-331
80017,602,pao-de-queijo-332
37057,880,sushi-333
177772,692,tempura-334
227174,289,ramen-335
206900,403,okonomiyaki-336
233479,381,fish-and-chips-337
299545,10,steak-and-ale-pie-338
5855,106,bubble-and-squeak-339
199066,913,cottage-pie-340
68415,500,pizza-margherita-341
142718,9,risotto-342
167532,972,lasagna-343
108153,524,carbonara-344
227962,274,feijoada-345
165283,309,moqueca-346
278885,475,acaraje-347
154720,300,pao-de-queijo-348
82495,754,sushi-349
215103,833,tempura-350
16898,849,ramen-351
207434,471,okonomiyaki-352
209093,258,fish-and-chips-353
188179,564,steak-and-ale-pie-354
229179,443,bubble-and-squeak-355
188152,552,cottage-pie-356
240418,856,pizza-margherita-357
111948,935,risotto-358
95520,914,lasagna-359
203845,649,carbonara-360
166933,518,feijoada-361
193911,205,moqueca-362
105890,878,acaraje-363
49279,382,pao-de-queijo-364
290947,608,sushi-365
249756,380,tempura-366
47597,584,ramen-367
38743,247,okonomiyaki-368
129382,750,fish-and-chips-369
9869,15,steak-and-ale-pie-370
51556,861,bubble-and-squeak-371
183145,668,cottage-pie-372
105453,301,pizza-margherita-373
126957,763,risotto-374
244635,438,lasagna-375
19441,120,carbonara-376
198683,827,feijoada-377
233450,675,moqueca-378
130162,164,acaraje-379
257250,313,pao-de-queijo-380
288480,903,sushi-381
189894,326,tempura-382
249761,40,ramen-383
216015,621,okonomiyaki-384
161275,650,fish-and-chips-385
281129,594,steak-and-ale-pie-386
246220,582,bubble-and-squeak-387
83847,807,cottage-pie-388
125605,624,pizza-margherita-389
184470,33,risotto-390
142040,806,lasagna-391
259131,684,carbonara-392
277472,143,feijoada-393
229144,875,moqueca-394
104796,579,acaraje-395
210069,862,pao-de-queijo-396
63605,580,sushi-397
249526,644,tempura-398
286685,194,ramen-399
285972,29,okonomiyaki-400
107331,414,fish-and-chips-401
28568,467,steak-and-ale-pie-402
77246,787,bubble-and-squeak-403
161916,255,cottage-pie-404
91023,394,pizza-margherita-405
243150,133,risotto-406
247793,921,lasagna-407
298501,968,carbonara-408
67080,636,feijoada-409
92754,471,moqueca-410
30839,902,acaraje-411
165115,780,pao-de-queijo-412
248440,624,sushi-413
35788,686,tempura-414
261132,719,ramen-415
88945,380,okonomiyaki-416
6343,342,fish-and-chips-417
197621,372,steak-and-ale-pie-418
126062,916,bubble-and-squeak-419
191941,719,cottage-pie-420
222868,628,pizza-margherita-421
5731,488,risotto-422
7661,802,lasagna-423
260002,350,carbonara-424
226708,311,feijoada-425
206941,485,moqueca-426
105784,278,acaraje-427
237924,969,pao-de-queijo-428
210264,696,sushi-429
39786,517,tempura-430
217567,900,ramen-431
20009,269,okonomiyaki-432
176518,984,fish-and-chips-433
130236,973,steak-and-ale-pie-434
9025,533,bubble-and-squeak-435
87969,757,cottage-pie-436
153103,406,pizza-margherita-437
190526,2,risotto-438
258999,99,lasagna-439
38276,543,carbonara-440
152603,241,feijoada-441
74596,277,moqueca-442
126641,353,acaraje-443
220819,389,pao-de-queijo-444
97520,887,sushi-445
287409,469,tempura-446
265850,71,ramen-447
276424,94,okonomiyaki-448
93702,892,fish-and-chips-449
29464,31,steak-and-ale-pie-450
218438,509,bubble-and-squeak-451
2421,629,cottage-pie-452
40819,390,pizza-margherita-453
13681,162,risotto-454
112269,290,lasagna-455
113255,55,carbonara-456
169560,481,feijoada-457
199123,965,moqueca-458
234891,186,acaraje-459
87499,43,pao-de-queijo-460
193333,888,sushi-461
32285,610,tempura-462
273641,749,ramen-463
51081,878,okonomiyaki-464
122694,799,fish-and-chips-465
212893,505,steak-and-ale-pie-466
139562,634,bubble-and-squeak-467
77774,352,cottage-pie-468
281034,654,pizza-margherita-469
69274,358,risotto-470
272304,612,lasagna-471
14142,469,carbonara-472
237601,668,feijoada-473
6446,684,moqueca-474
299704,702,acaraje-475
40224,809,pao-de-queijo-476
115415,780,sushi-477
180282,351,tempura-478
296701,883,ramen-479
248290,385,okonomiyaki-480
67214,506,fish-and-chips-481
148635,237,steak-and-ale-pie-482
112537,323,bubble-and-squeak-483
36592,149,cottage-pie-484
213124,158,pizza-margherita-485
65980,80,risotto-486
297951,327,lasagna-487
193104,152,carbonara-488
107323,887,feijoada-489
118694,251,moqueca-490
84174,14,acaraje-491
227580,53,pao-de-queijo-492
160493,106,sushi-493
229374,294,tempura-494
122380,248,ramen-495
134312,174,okonomiyaki-496
44323,463,fish-and-chips-497
124457,23,steak-and-ale-pie-498
44108,511,bubble-and-squeak-499
202287,970,cottage-pie-500
106005,440,pizza-margherita-501
113622,346,risotto-502
165729,482,lasagna-503
131359,189,carbonara-504
185835,797,feijoada-505
2220,560,moqueca-506
220199,265,acaraje-507
151622,488,pao-de-queijo-508
224937,122,sushi-509
55052,723,tempura-510
99795,985,ramen-511
27104,949,okonomiyaki-512
16455,752,fish-and-chips-513
130781,720,steak-and-ale-pie-514
96781,253,bubble-and-squeak-515
160431,651,cottage-pie-516
279333,212,pizza-margherita-517
32458,782,risotto-518
214491,405,lasagna-519
166169,888,carbonara-520
237769,870,feijoada-521
223080,858,moqueca-522
215766,724,acaraje-523
82425,831,pao-de-queijo-524
179854,34,sushi-525
282341,496,tempura-526
234230,519,ramen-527
183209,160,okonomiyaki-528
272117,478,fish-and-chips-529
238154,802,steak-and-ale-pie-530
235008,934,bubble-and-squeak-531
109078,61,cottage-pie-532
241512,970,pizza-margherita-533
235545,92,risotto-534
190311,761,lasagna-535
122195,147,carbonara-536
277709,597,feijoada-537
288001,907,moqueca-538
98547,758,acaraje-539
267591,746,pao-de-queijo-540
90160,153,sushi-541
216095,94,tempura-542
258567,981,ramen-543
118550,982,okonomiyaki-544
147325,942,fish-and-chips-545
119782,436,steak-and-ale-pie-546
117382,910,bubble-and-squeak-547
227015,461,cottage-pie-548
158675,139,pizza-margherita-549
173504,131,risotto-550
227346,746,lasagna-551
121148,607,carbonara-552
231405,22,feijoada-553
2349,649,moqueca-554
78544,705,acaraje-555
165176,779,pao-de-queijo-556
14001,706,sushi-557
214789,825,tempura-558
204659,735,ramen-559
134115,991,okonomiyaki-560
6961,30,fish-and-chips-561
219031,222,steak-and-ale-pie-562
149511,84,bubble-and-squeak-563
299411,252,cottage-pie-564
46796,401,pizza-margherita-565
176364,328,risotto-566
46579,403,lasagna-567
110799,163,carbonara-568
73297,459,feijoada-569
233896,847,moqueca-570
12315,277,acaraje-571
7315,154,pao-de-queijo-572
147510,425,sushi-573
254134,406,tempura-574
271965,554,ramen-575
69880,478,okonomiyaki-576
1597,919,fish-and-chips-577
223833,666,steak-and-ale-pie-578
69744,294,bubble-and-squeak-579
5713,995,cottage-pie-580
281884,730,pizza-margherita-581
4336,749,risotto-582
152370,810,lasagna-583
294415,463,carbonara-584
124897,363,feijoada-585
150320,845,moqueca-586
70891,54,acaraje-587
243991,848,pao-de-queijo-588
8718,486,sushi-589
191661,559,tempura-590
22413,549,ramen-591
272292,925,okonomiyaki-592
1838,550,fish-and-chips-593
79268,358,steak-and-ale-pie-594
120284,770,bubble-and-squeak-595
239512,289,cottage-pie-596
270107,139,pizza-margherita-597
167483,574,risotto-598
285777,252,lasagna-599
6309,830,carbonara-600
238464,440,feijoada-601
117831,694,moqueca-602
114751,655,acaraje-603
144467,415,pao-de-queijo-604
128111,499,sushi-605
64322,962,tempura-606
98530,146,ramen-607
133831,682,okonomiyaki-608
146601,724,fish-and-chips-609
292383,191,steak-and-ale-pie-610
42368,937,bubble-and-squeak-611
261431,454,cottage-pie-612
205901,290,pizza-margherita-613
159000,301,risotto-614
42475,511,lasagna-615
153681,627,carbonara-616
91346,472,feijoada-617
41446,369,moqueca-618
19751,339,acaraje-619
54023,999,pao-de-queijo-620
3202,28,sushi-621
154318,955,tempura-622
184342,831,ramen-623
35201,449,okonomiyaki-624
184677,821,fish-and-chips-625
34773,911,steak-and-ale-pie-626
99706,607,bubble-and-squeak-627
192305,327,cottage-pie-628
294199,275,pizza-margherita-629
105460,145,risotto-630
113880,375,lasagna-631
167381,660,carbonara-632
260587,829,feijoada-633
234671,185,moqueca-634
42923,943,acaraje-635
171707,502,pao-de-queijo-636
139655,154,sushi-637
77693,244,tempura-638
217485,835,ramen-639
96387,501,okonomiyaki-640
141688,825,fish-and-chips-641
37041,1,steak-and-ale-pie-642
146679,899,bubble-and-squeak-643
167785,534,cottage-pie-644
221262,398,pizza-margherita-645
169426,910,risotto-646
276821,216,lasagna-647
218656,400,carbonara-648
193876,778,feijoada-649
168431,69,moqueca-650
157082,989,acaraje-651
155387,727,pao-de-queijo-652
134207,648,sushi-653
1697,158,tempura-654
161085,922,ramen-655
293352,900,okonomiyaki-656
262922,107,fish-and-chips-657
59987,90,steak-and-ale-pie-658
8917,364,bubble-and-squeak-659
234159,386,cottage-pie-660
44932,694,pizza-margherita-661
64560,819,risotto-662
8207,847,lasagna-663
72840,251,carbonara-664
240286,664,feijoada-665
134600,700,moqueca-666
24309,920,acaraje-667
117712,169,pao-de-queijo-668
275130,732,sushi-669
115727,599,tempura-670
257879,149,ramen-671
93195,368,okonomiyaki-672
215983,68,fish-and-chips-673
273496,372,steak-and-ale-pie-674
284542,205,bubble-and-squeak-675
59293,409,cottage-pie-676
158341,293,pizza-margherita-677
244321,441,risotto-678
262864,758,lasagna-679
219075,760,carbonara-680
159003,385,feijoada-681
247198,794,moqueca-682
195022,383,acaraje-683
127221,46,pao-de-queijo-684
214891,378,sushi-685
156061,172,tempura-686
237991,800,ramen-687
124245,855,okonomiyaki-688
224336,550,fish-and-chips-689
33836,521,steak-and-ale-pie-690
99622,133,bubble-and-squeak-691
277361,24,cottage-pie-692
220783,156,pizza-margherita-693
154656,251,risotto-694
278630,565,lasagna-695
277859,422,carbonara-696
106054,414,feijoada-697
299630,447,moqueca-698
81513,808,acaraje-699
104261,290,pao-de-queijo-700
265707,614,sushi-701
30580,535,tempura-702
221049,921,ramen-703
117567,19,okonomiyaki-704
236091,388,fish-and-chips-705
184301,309,steak-and-ale-pie-706
196223,779,bubble-and-squeak-707
38780,617,cottage-pie-708
139956,322,pizza-margherita-709
196570,594,risotto-710
238929,520,lasagna-711
270959,557,carbonara-712
33905,876,feijoada-713
240953,469,moqueca-714
33018,558,acaraje-715
70287,734,pao-de-queijo-716
116784,404,sushi-717
24900,895,tempura-718
238487,589,ramen-719
61140,404,okonomiyaki-720
260988,423,fish-and-chips-721
106835,884,steak-and-ale-pie-722
39951,771,bubble-and-squeak-723
79660,323,cottage-pie-724
231211,424,pizza-margherita-725
89838,117,risotto-726
650,684,lasagna-727
109930,642,carbonara-728
161021,979,feijoada-729
159598,129,moqueca-730
140668,800,acaraje-731
144668,728,pao-de-queijo-732
298459,854,sushi-733
14698,757,tempura-734
220700,992,ramen-735
210841,685,okonomiyaki-736
94165,268,fish-and-chips-737
83917,415,steak-and-ale-pie-738
68301,43,bubble-and-squeak-739
65381,222,cottage-pie-740
287417,847,pizza-margherita-741
114174,758,risotto-742
28380,248,lasagna-743
180931,49,carbonara-744
102,828,feijoada-745
141698,655,moqueca-746
104761,723,acaraje-747
156482,904,pao-de-queijo-748
190117,455,sushi-749
31099,429,tempura-750
27940,97,ramen-751
188445,621,okonomiyaki-752
246303,142,fish-and-chips-753
32121,827,steak-and-ale-pie-754
297820,587,bubble-and-squeak-755
233772,301,cottage-pie-756
82184,584,pizza-margherita-757
231309,167,risotto-758
186645,723,lasagna-759
68057,46,carbonara-760
72937,252,feijoada-761
35024,11,moqueca-762
68950,34,acaraje-763
238368,721,pao-de-queijo-764
214846,798,sushi-765
264622,377,tempura-766
106312,401,ramen-767
203151,785,okonomiyaki-768
80240,227,fish-and-chips-769
31825,253,steak-and-ale-pie-770
74473,871,bubble-and-squeak-771
144331,745,cottage-pie-772
156397,671,pizza-margherita-773
196113,707,risotto-774
199731,799,lasagna-775
297283,72,carbonara-776
220940,791,feijoada-777
89637,974,moqueca-778
107093,979,acaraje-779
179558,214,pao-de-queijo-780
296209,49,sushi-781
188248,39,tempura-782
238785,204,ramen-783
84255,907,okonomiyaki-784
197105,980,fish-and-chips-785
19729,811,steak-and-ale-pie-786
192312,103,bubble-and-squeak-787
3390,724,cottage-pie-788
293563,625,pizza-margherita-789
201028,102,risotto-790
279365,557,lasagna-791
223603,824,carbonara-792
34138,294,feijoada-793
148595,974,moqueca-794
72265,989,acaraje-795
298854,294,pao-de-queijo-796
219169,789,sushi-797
125535,853,tempura-798
246749,352,ramen-799
259825,895,okonomiyaki-800
249420,600,fish-and-chips-801
114358,392,steak-and-ale-pie-802
283953,483,bubble-and-squeak-803
132538,428,cottage-pie-804
31750,576,pizza-margherita-805
10212,789,risotto-806
256486,753,lasagna-807
206355,983,carbonara-808
273767,461,feijoada-809
256944,786,moqueca-810
6649,229,acaraje-811
129045,866,pao-de-queijo-812
38174,996,sushi-813
67070,465,tempura-814
284196,483,ramen-815
270643,244,okonomiyaki-816
245140,227,fish-and-chips-817
55352,993,steak-and-ale-pie-818
262891,86,bubble-and-squeak-819
216693,971,cottage-pie-820
126466,449,pizza-margherita-821
172352,231,risotto-822
278617,774,lasagna-823
261358,596,carbonara-824
199849,483,feijoada-825
98025,742,moqueca-826
70621,395,acaraje-827
159724,952,pao-de-queijo-828
115328,734,sushi-829
89302,447,tempura-830
187076,62,ramen-831
100916,212,okonomiyaki-832
39843,437,fish-and-chips-833
277139,109,steak-and-ale-pie-834
206609,71,bubble-and-squeak-835
70637,231,cottage-pie-836
98880,596,pizza-margherita-837
9487,236,risotto-838
68200,823,lasagna-839
102248,18,carbonara-840
263510,521,feijoada-841
208224,983,moqueca-842
228678,921,acaraje-843
196940,275,pao-de-queijo-844
297696,360,sushi-845
182967,389,tempura-846
137379,237,ramen-847
171939,546,okonomiyaki-848
53851,707,fish-and-chips-849
168343,213,steak-and-ale-pie-850
236237,899,bubble-and-squeak-851
215519,851,cottage-pie-852
245285,203,pizza-margherita-853
273558,447,risotto-854
15501,357,lasagna-855
219846,63,carbonara-856
48750,286,feijoada-857
249920,965,moqueca-858
158089,787,acaraje-859
130921,222,pao-de-queijo-860
255220,67,sushi-861
243171,990,tempura-862
77206,358,ramen-863
174499,158,okonomiyaki-864
58147,619,fish-and-chips-865
7682,478,steak-and-ale-pie-866
290174,946,bubble-and-squeak-867
244238,111,cottage-pie-868
109290,594,pizza-margherita-869
277376,842,risotto-870
40587,449,lasagna-871
63391,55,carbonara-872
169111,569,feijoada-873
278529,232,moqueca-874
44485,36,acaraje-875
207278,848,pao-de-queijo-876
219499,382,sushi-877
281683,341,tempura-878
292858,59,ramen-879
19413,656,okonomiyaki-880
223154,248,fish-and-chips-881
195449,690,steak-and-ale-pie-882
291377,170,bubble-and-squeak-883
76257,801,cottage-pie-884
223279,135,pizza-margherita-885
66039,598,risotto-886
27570,139,lasagna-887
141167,900,carbonara-888
220783,763,feijoada-889
237018,914,moqueca-890
70604,685,acaraje-891
11041,416,pao-de-queijo-892
145559,874,sushi-893
290602,416,tempura-894
134857,33,ramen-895
275225,555,okonomiyaki-896
129611,672,fish-and-chips-897
33184,461,steak-and-ale-pie-898
288110,520,bubble-and-squeak-899
206730,295,cottage-pie-900
15765,267,pizza-margherita-901
198830,37,risotto-902
49454,17,lasagna-903
206747,649,carbonara-904
288488,587,feijoada-905
70107,121,moqueca-906
172078,289,acaraje-907
10177,95,pao-de-queijo-908
158455,745,sushi-909
216285,985,tempura-910
13658,855,ramen-911
47504,589,okonomiyaki-912
190595,95,fish-and-chips-913
171918,421,steak-and-ale-pie-914
17629,18,bubble-and-squeak-915
110645,844,cottage-pie-916
76636,823,pizza-margherita-917
180746,247,risotto-918
170120,448,lasagna-919
108323,871,carbonara-920
147684,450,feijoada-921
269852,146,moqueca-922
219378,710,acaraje-923
265687,824,pao-de-queijo-924
47071,306,sushi-925
277421,11,tempura-926
75048,966,ramen-927
70948,834,okonomiyaki-928
38140,769,fish-and-chips-929
242883,400,steak-and-ale-pie-930
16136,923,bubble-and-squeak-931
207282,245,cottage-pie-932
221967,781,pizza-margherita-933
181257,826,risotto-934
221899,88,lasagna-935
80018,543,carbonara-936
299877,381,feijoada-937
31569,692,moqueca-938
9202,269,acaraje-939
290183,821,pao-de-queijo-940
235010,931,sushi-941
173055,243,tempura-942
117478,263,ramen-943
3008,287,okonomiyaki-944
226718,334,fish-and-chips-945
81344,103,steak-and-ale-pie-946
223935,518,bubble-and-squeak-947
228035,613,cottage-pie-948
206538,864,pizza-margherita-949
221230,622,risotto-950
34093,1,lasagna-951
244746,730,carbonara-952
141575,242,feijoada-953
228199,721,moqueca-954
52550,803,acaraje-955
44754,666,pao-de-queijo-956
58532,498,sushi-957
22077,17,tempura-958
160356,912,ramen-959
65036,268,okonomiyaki-960
156319,311,fish-and-chips-961
228168,216,steak-and-ale-pie-962
7761,896,bubble-and-squeak-963
83984,297,cottage-pie-964
123779,37,pizza-margherita-965
35916,101,risotto-966
254454,736,lasagna-967
212382,951,carbonara-968
116609,69,feijoada-969
152524,276,moqueca-970
146748,686,acaraje-971
168272,309,pao-de-queijo-972
233117,121,sushi-973
108762,869,tempura-974
104716,485,ramen-975
231510,803,okonomiyaki-976
290981,251,fish-and-chips-977
132271,570,steak-and-ale-pie-978
122477,658,bubble-and-squeak-979
163371,178,cottage-pie-980
283847,169,pizza-margherita-981
11259,949,risotto-982
158048,947,lasagna-983
13698,551,carbonara-984
239181,248,feijoada-985
295077,469,moqueca-986
265729,876,acaraje-987
257720,860,pao-de-queijo-988
103620,918,sushi-989
292818,286,tempura-990
275137,873,ramen-991
249516,635,okonomiyaki-992
241035,624,fish-and-chips-993
255424,381,steak-and-ale-pie-994
204178,658,bubble-and-squeak-995
149226,242,cottage-pie-996
159931,977,pizza-margherita-997
90913,528,risotto-998
99008,207,lasagna-999
237811,55,carbonara-1000
165896,735,feijoada-1001
262766,203,moqueca-1002
287313,4,acaraje-1003
37347,154,pao-de-queijo-1004
279156,90,sushi-1005
227045,626,tempura-1006
112460,700,ramen-1007
35772,482,okonomiyaki-1008
185398,347,fish-and-chips-1009
97693,997,steak-and-ale-pie-1010
113491,622,bubble-and-squeak-1011
4341,481,cottage-pie-1012
116787,959,pizza-margherita-1013
218199,638,risotto-1014
90881,966,lasagna-1015
230768,663,carbonara-1016
155634,960,feijoada-1017
82807,592,moqueca-1018
188579,64,acaraje-1019
103186,127,pao-de-queijo-1020
60225,769,sushi-1021
95371,236,tempura-1022
25108,542,ramen-1023
136740,507,okonomiyaki-1024
19330,768,fish-and-chips-1025
124746,871,steak-and-ale-pie-1026
177096,580,bubble-and-squeak-1027
206744,98,cottage-pie-1028
275176,423,pizza-margherita-1029
252853,824,risotto-1030
13745,76,lasagna-1031
147629,662,carbonara-1032
260462,88,feijoada-1033
116851,583,moqueca-1034
116515,634,acaraje-1035
95761,929,pao-de-queijo-1036
194700,52,sushi-1037
237472,965,tempura-1038
46501,597,ramen-1039
89890,698,okonomiyaki-1040
291066,926,fish-and-chips-1041
